charge_id,invoice_id,customer_id,amount,status,created
ch_016823,in_017048,cus_001068,9,succeeded,2026-03-15
ch_016824,in_017049,cus_001069,299,succeeded,2026-03-05
ch_016825,in_017050,cus_001070,99,succeeded,2026-03-27
ch_016826,in_017051,cus_001072,299,succeeded,2026-03-11
ch_016827,in_017052,cus_001073,9,succeeded,2026-03-26
ch_016828,in_017053,cus_001076,9,succeeded,2026-03-15
ch_016829,in_017054,cus_001077,9,succeeded,2026-03-06
ch_016830,in_017055,cus_001078,9,succeeded,2026-03-01
ch_016831,in_017056,cus_001079,9,succeeded,2026-03-11
ch_016832,in_017057,cus_001080,29,succeeded,2026-03-07
ch_016833,in_017058,cus_001081,299,succeeded,2026-03-20
ch_016834,in_017059,cus_001083,90,succeeded,2026-03-17
ch_016835,in_017060,cus_001084,90,succeeded,2026-03-18
ch_016836,in_017061,cus_001085,299,succeeded,2026-03-01
ch_016837,in_017062,cus_001086,9,succeeded,2026-03-03
ch_016838,in_017063,cus_001087,9,succeeded,2026-03-18
ch_016839,in_017064,cus_001088,299,succeeded,2026-03-15
ch_016840,in_017065,cus_001091,29,succeeded,2026-03-24
ch_016841,in_017066,cus_001095,9,succeeded,2026-03-02
ch_016842,in_017067,cus_001096,29,succeeded,2026-03-16
ch_016843,in_017068,cus_001098,990,succeeded,2026-03-19
ch_016844,in_017070,cus_001100,90,succeeded,2026-03-22
ch_016845,in_017071,cus_001102,29,succeeded,2026-03-16
ch_016846,in_017072,cus_001103,990,succeeded,2026-03-21
ch_016847,in_017073,cus_001104,29,succeeded,2026-03-04
ch_016848,in_017075,cus_001107,29,succeeded,2026-03-25
ch_016849,in_017076,cus_001108,290,succeeded,2026-03-08
ch_016850,in_017077,cus_001109,29,succeeded,2026-03-16
ch_016851,in_017078,cus_001110,99,succeeded,2026-03-21
ch_016852,in_017079,cus_001112,290,succeeded,2026-03-12
ch_016853,in_017080,cus_001113,90,succeeded,2026-03-01
ch_016854,in_017081,cus_001115,90,succeeded,2026-03-21
ch_016855,in_017082,cus_001116,9,succeeded,2026-03-24
ch_016856,in_017083,cus_001117,9,succeeded,2026-03-20
ch_016857,in_017084,cus_001118,9,succeeded,2026-03-05
ch_016858,in_017085,cus_001119,299,succeeded,2026-03-09
ch_016859,in_017086,cus_001120,290,succeeded,2026-03-07
ch_016860,in_017087,cus_001122,299,succeeded,2026-03-15
ch_016861,in_017088,cus_001123,90,succeeded,2026-03-01
ch_016862,in_017089,cus_001124,90,succeeded,2026-03-03
ch_016863,in_017090,cus_001125,299,succeeded,2026-03-30
ch_016864,in_017091,cus_001126,9,succeeded,2026-03-08
ch_016865,in_017092,cus_001127,29,succeeded,2026-03-20
ch_016866,in_017093,cus_001128,9,succeeded,2026-03-14
ch_016867,in_017094,cus_001129,29,succeeded,2026-03-24
ch_016868,in_017095,cus_001130,29,succeeded,2026-03-04
ch_016869,in_017096,cus_001132,29,succeeded,2026-03-01
ch_016870,in_017097,cus_001134,90,succeeded,2026-03-04
ch_016871,in_017098,cus_001135,9,succeeded,2026-03-08
ch_016872,in_017099,cus_001136,9,succeeded,2026-03-24
ch_016873,in_017100,cus_001137,9,succeeded,2026-03-26
ch_016874,in_017101,cus_001138,9,succeeded,2026-03-26
ch_016875,in_017103,cus_001141,9,succeeded,2026-03-21
ch_016876,in_017104,cus_001144,99,succeeded,2026-03-24
ch_016877,in_017105,cus_001146,90,succeeded,2026-03-13
ch_016878,in_017106,cus_001147,99,succeeded,2026-03-04
ch_016879,in_017107,cus_001151,299,succeeded,2026-03-21
ch_016880,in_017108,cus_001155,29,succeeded,2026-03-08
ch_016881,in_017109,cus_001156,9,succeeded,2026-03-14
ch_016882,in_017110,cus_001157,99,succeeded,2026-03-01
ch_016883,in_017111,cus_001161,29,succeeded,2026-03-14
ch_016884,in_017112,cus_001163,29,succeeded,2026-03-08
ch_016885,in_017113,cus_001164,990,succeeded,2026-03-28
ch_016886,in_017114,cus_001165,290,succeeded,2026-03-27
ch_016887,in_017115,cus_001167,9,succeeded,2026-03-19
ch_016888,in_017116,cus_001168,290,succeeded,2026-03-08
ch_016889,in_017117,cus_001171,29,succeeded,2026-03-22
ch_016890,in_017118,cus_001174,290,succeeded,2026-03-28
ch_016891,in_017119,cus_001175,29,succeeded,2026-03-25
ch_016892,in_017120,cus_001176,90,succeeded,2026-03-27
ch_016893,in_017121,cus_001177,90,succeeded,2026-03-27
ch_016894,in_017122,cus_001179,299,succeeded,2026-03-17
ch_016895,in_017123,cus_001180,90,succeeded,2026-03-28
ch_016896,in_017124,cus_001181,29,succeeded,2026-03-05
ch_016897,in_017125,cus_001182,9,succeeded,2026-03-06
ch_016898,in_017126,cus_001184,299,succeeded,2026-03-16
ch_016899,in_017127,cus_001185,9,succeeded,2026-03-06
ch_016900,in_017128,cus_001189,90,succeeded,2026-03-21
ch_016901,in_017130,cus_001191,9,succeeded,2026-03-13
ch_016902,in_017131,cus_001192,299,succeeded,2026-03-30
ch_016903,in_017132,cus_001193,29,succeeded,2026-03-25
ch_016904,in_017133,cus_001195,299,succeeded,2026-03-17
ch_016905,in_017134,cus_001196,90,succeeded,2026-03-13
ch_016906,in_017135,cus_001199,29,succeeded,2026-03-26
ch_016907,in_017136,cus_001202,9,succeeded,2026-03-09
ch_016908,in_017137,cus_001205,29,succeeded,2026-03-09
ch_016909,in_017138,cus_001206,9,succeeded,2026-03-20
ch_016910,in_017139,cus_001207,9,succeeded,2026-03-09
ch_016911,in_017140,cus_001208,9,succeeded,2026-03-13
ch_016912,in_017141,cus_001209,9,succeeded,2026-03-29
ch_016913,in_017142,cus_001211,99,succeeded,2026-03-18
ch_016914,in_017143,cus_001212,9,succeeded,2026-03-29
ch_016915,in_017144,cus_001213,299,succeeded,2026-03-28
ch_016916,in_017145,cus_001214,990,succeeded,2026-03-16
ch_016917,in_017146,cus_001215,90,succeeded,2026-03-21
ch_016918,in_017147,cus_001216,99,succeeded,2026-03-14
ch_016919,in_017148,cus_001217,990,succeeded,2026-03-15
ch_016920,in_017149,cus_001218,99,succeeded,2026-03-22
ch_016921,in_017150,cus_001221,9,succeeded,2026-03-28
ch_016922,in_017151,cus_001222,9,succeeded,2026-03-04
ch_016923,in_017152,cus_001223,29,succeeded,2026-03-02
ch_016924,in_017153,cus_001224,29,succeeded,2026-03-06
ch_016925,in_017154,cus_001225,990,succeeded,2026-03-23
ch_016926,in_017155,cus_001229,9,succeeded,2026-03-02
ch_016927,in_017156,cus_001230,290,succeeded,2026-03-10
ch_016928,in_017157,cus_001232,9,succeeded,2026-03-16
ch_016929,in_017158,cus_001233,299,succeeded,2026-03-26
ch_016930,in_017159,cus_001235,9,succeeded,2026-03-04
ch_016931,in_017160,cus_001238,99,succeeded,2026-03-30
ch_016932,in_017161,cus_001239,990,succeeded,2026-03-01
ch_016933,in_017162,cus_001240,9,succeeded,2026-03-19
ch_016934,in_017163,cus_001242,990,succeeded,2026-03-18
ch_016935,in_017164,cus_001244,9,succeeded,2026-03-12
ch_016936,in_017165,cus_001246,990,succeeded,2026-03-01
ch_016937,in_017166,cus_001247,299,succeeded,2026-03-23
ch_016938,in_017167,cus_001249,990,succeeded,2026-03-02
ch_016939,in_017168,cus_001252,9,succeeded,2026-03-16
ch_016940,in_017169,cus_001253,29,succeeded,2026-03-06
ch_016941,in_017170,cus_001254,9,succeeded,2026-03-01
ch_016942,in_017171,cus_001255,29,succeeded,2026-03-04
ch_016943,in_017173,cus_001258,29,succeeded,2026-03-03
ch_016944,in_017174,cus_001259,9,succeeded,2026-03-21
ch_016945,in_017175,cus_001261,29,succeeded,2026-03-03
ch_016946,in_017176,cus_001262,99,succeeded,2026-03-28
ch_016947,in_017177,cus_001263,29,succeeded,2026-03-31
ch_016948,in_017178,cus_001264,29,succeeded,2026-03-16
ch_016949,in_017179,cus_001265,90,succeeded,2026-03-06
ch_016950,in_017180,cus_001267,99,succeeded,2026-03-23
ch_016951,in_017181,cus_001271,99,succeeded,2026-03-03
ch_016952,in_017182,cus_001272,990,succeeded,2026-03-29
ch_016953,in_017183,cus_001273,9,succeeded,2026-03-21
ch_016954,in_017184,cus_001276,290,succeeded,2026-03-30
ch_016955,in_017185,cus_001278,290,succeeded,2026-03-20
ch_016956,in_017186,cus_001279,299,succeeded,2026-03-25
ch_016957,in_017187,cus_001280,990,succeeded,2026-03-02
ch_016958,in_017188,cus_001283,9,succeeded,2026-03-19
ch_016959,in_017189,cus_001284,99,succeeded,2026-03-17
ch_016960,in_017190,cus_001285,990,succeeded,2026-03-01
ch_016961,in_017191,cus_001289,9,succeeded,2026-03-10
ch_016962,in_017192,cus_001290,990,succeeded,2026-03-26
ch_016963,in_017193,cus_001294,9,succeeded,2026-03-21
ch_016964,in_017194,cus_001295,299,succeeded,2026-03-26
ch_016965,in_017195,cus_001297,9,succeeded,2026-03-23
ch_016966,in_017196,cus_001299,90,succeeded,2026-03-21
ch_016967,in_017197,cus_001300,299,succeeded,2026-03-25
ch_016968,in_017198,cus_001301,99,succeeded,2026-03-14
ch_016969,in_017199,cus_001302,29,succeeded,2026-03-12
ch_016970,in_017200,cus_001304,9,succeeded,2026-03-09
ch_016971,in_017201,cus_001305,990,succeeded,2026-03-31
ch_016972,in_017202,cus_001306,29,succeeded,2026-03-24
ch_016973,in_017203,cus_001308,990,succeeded,2026-03-27
ch_016974,in_017204,cus_001309,990,succeeded,2026-03-18
ch_016975,in_017205,cus_001310,9,succeeded,2026-03-24
ch_016976,in_017206,cus_001311,9,succeeded,2026-03-21
ch_016977,in_017207,cus_001315,9,succeeded,2026-03-04
ch_016978,in_017208,cus_001319,99,succeeded,2026-03-29
ch_016979,in_017209,cus_001321,29,succeeded,2026-03-06
ch_016980,in_017210,cus_001323,299,succeeded,2026-03-10
ch_016981,in_017211,cus_001324,290,succeeded,2026-03-12
ch_016982,in_017212,cus_001325,299,succeeded,2026-03-09
ch_016983,in_017213,cus_001326,9,succeeded,2026-03-23
ch_016984,in_017214,cus_001332,90,succeeded,2026-03-26
ch_016985,in_017216,cus_001334,29,succeeded,2026-03-06
ch_016986,in_017217,cus_001336,99,succeeded,2026-03-02
ch_016987,in_017218,cus_001337,29,succeeded,2026-03-18
ch_016988,in_017219,cus_001338,29,succeeded,2026-03-16
ch_016989,in_017220,cus_001341,290,succeeded,2026-03-02
ch_016990,in_017221,cus_001342,9,succeeded,2026-03-08
ch_016991,in_017222,cus_001343,29,succeeded,2026-03-21
ch_016992,in_017223,cus_001345,990,succeeded,2026-03-31
ch_016993,in_017224,cus_001346,9,succeeded,2026-03-15
ch_016994,in_017225,cus_001347,9,succeeded,2026-03-10
ch_016995,in_017226,cus_001348,990,succeeded,2026-03-13
ch_016996,in_017227,cus_001350,29,succeeded,2026-03-29
ch_016997,in_017228,cus_001351,29,succeeded,2026-03-10
ch_016998,in_017229,cus_001352,9,succeeded,2026-03-25
ch_016999,in_017230,cus_001353,9,succeeded,2026-03-25
ch_017000,in_017231,cus_001354,290,succeeded,2026-03-31
ch_017001,in_017232,cus_001355,29,succeeded,2026-03-21
ch_017002,in_017233,cus_001356,9,succeeded,2026-03-21
ch_017003,in_017234,cus_001357,29,succeeded,2026-03-19
ch_017004,in_017235,cus_001358,290,succeeded,2026-03-30
ch_017005,in_017236,cus_001360,99,succeeded,2026-03-27
ch_017006,in_017237,cus_001361,299,succeeded,2026-03-07
ch_017007,in_017238,cus_001363,29,succeeded,2026-03-03
ch_017008,in_017239,cus_001366,9,succeeded,2026-03-14
ch_017009,in_017240,cus_001367,9,succeeded,2026-03-18
ch_017010,in_017241,cus_001371,90,succeeded,2026-03-01
ch_017011,in_017242,cus_001374,9,succeeded,2026-03-06
ch_017012,in_017243,cus_001375,9,succeeded,2026-03-24
ch_017013,in_017244,cus_001376,90,succeeded,2026-03-28
ch_017014,in_017245,cus_001377,290,succeeded,2026-03-25
ch_017015,in_017246,cus_001381,99,succeeded,2026-03-04
ch_017016,in_017247,cus_001382,29,succeeded,2026-03-10
ch_017017,in_017248,cus_001385,290,succeeded,2026-03-11
ch_017018,in_017249,cus_001386,9,succeeded,2026-03-07
ch_017019,in_017250,cus_001388,9,succeeded,2026-03-21
ch_017020,in_017251,cus_001391,290,succeeded,2026-03-05
ch_017021,in_017252,cus_001393,9,succeeded,2026-03-06
ch_017022,in_017253,cus_001394,29,succeeded,2026-03-14
ch_017023,in_017254,cus_001395,990,succeeded,2026-03-11
ch_017024,in_017255,cus_001398,99,succeeded,2026-03-22
ch_017025,in_017256,cus_001399,99,succeeded,2026-03-24
ch_017026,in_017257,cus_001401,9,succeeded,2026-03-16
ch_017027,in_017258,cus_001402,9,succeeded,2026-03-02
ch_017028,in_017259,cus_001403,990,succeeded,2026-03-02
ch_017029,in_017260,cus_001405,29,succeeded,2026-03-08
ch_017030,in_017262,cus_001408,9,succeeded,2026-03-01
ch_017031,in_017263,cus_001409,9,succeeded,2026-03-01
ch_017032,in_017264,cus_001413,290,succeeded,2026-03-26
ch_017033,in_017265,cus_001414,9,succeeded,2026-03-06
ch_017034,in_017266,cus_001415,9,succeeded,2026-03-10
ch_017035,in_017267,cus_001416,9,succeeded,2026-03-11
ch_017036,in_017268,cus_001417,99,succeeded,2026-03-20
ch_017037,in_017269,cus_000512,29,succeeded,2026-03-28
ch_017038,in_017270,cus_001420,29,succeeded,2026-03-27
ch_017039,in_017271,cus_001422,90,succeeded,2026-03-15
ch_017040,in_017272,cus_001424,99,succeeded,2026-03-10
ch_017041,in_017273,cus_001425,29,succeeded,2026-03-31
ch_017042,in_017274,cus_001427,990,succeeded,2026-03-31
ch_017043,in_017275,cus_001428,99,succeeded,2026-03-27
ch_017044,in_017276,cus_001429,9,succeeded,2026-03-23
ch_017045,in_017277,cus_001430,299,succeeded,2026-03-03
ch_017046,in_017278,cus_001434,29,succeeded,2026-03-22
ch_017047,in_017279,cus_001435,299,succeeded,2026-03-27
ch_017048,in_017280,cus_001436,29,succeeded,2026-03-12
ch_017049,in_017281,cus_001439,29,succeeded,2026-03-15
ch_017050,in_017282,cus_001440,29,succeeded,2026-03-25
ch_017051,in_017283,cus_001441,90,succeeded,2026-03-05
ch_017052,in_017284,cus_001443,90,succeeded,2026-03-09
ch_017053,in_017285,cus_001444,9,succeeded,2026-03-23
ch_017054,in_017286,cus_001445,9,succeeded,2026-03-24
ch_017055,in_017287,cus_001448,9,succeeded,2026-03-01
ch_017056,in_017288,cus_001449,299,succeeded,2026-03-24
ch_017057,in_017289,cus_001450,99,succeeded,2026-03-22
ch_017058,in_017290,cus_001451,9,succeeded,2026-03-28
ch_017059,in_017291,cus_001452,99,succeeded,2026-03-18
ch_017060,in_017292,cus_001454,90,succeeded,2026-03-23
ch_017061,in_017293,cus_001455,299,succeeded,2026-03-20
ch_017062,in_017294,cus_001456,29,succeeded,2026-03-22
ch_017063,in_017295,cus_001457,299,succeeded,2026-03-30
ch_017064,in_017296,cus_001459,99,succeeded,2026-03-18
ch_017065,in_017297,cus_001461,9,succeeded,2026-03-11
ch_017066,in_017298,cus_001462,99,succeeded,2026-03-15
ch_017067,in_017299,cus_001464,90,succeeded,2026-03-12
ch_017068,in_017300,cus_001465,99,succeeded,2026-03-26
ch_017069,in_017301,cus_001466,299,succeeded,2026-03-10
ch_017070,in_017302,cus_001469,90,succeeded,2026-03-21
ch_017071,in_017303,cus_001470,90,succeeded,2026-03-19
ch_017072,in_017304,cus_001471,29,succeeded,2026-03-01
ch_017073,in_017305,cus_001473,299,succeeded,2026-03-04
ch_017074,in_017306,cus_001474,9,succeeded,2026-03-28
ch_017075,in_017307,cus_001475,99,succeeded,2026-03-09
ch_017076,in_017308,cus_001478,29,succeeded,2026-03-30
ch_017077,in_017309,cus_001479,9,succeeded,2026-03-09
ch_017078,in_017310,cus_001481,29,succeeded,2026-03-14
ch_017079,in_017311,cus_001483,299,succeeded,2026-03-30
ch_017080,in_017312,cus_001484,299,succeeded,2026-03-10
ch_017081,in_017313,cus_001485,29,succeeded,2026-03-08
ch_017082,in_017314,cus_001486,99,succeeded,2026-03-06
ch_017083,in_017315,cus_001487,299,succeeded,2026-03-31
ch_017084,in_017316,cus_001488,290,succeeded,2026-03-19
ch_017085,in_017317,cus_001489,990,succeeded,2026-03-18
ch_017086,in_017318,cus_001490,299,succeeded,2026-03-30
ch_017087,in_017319,cus_001491,299,succeeded,2026-03-03
ch_017088,in_017320,cus_001492,90,succeeded,2026-03-14
ch_017089,in_017321,cus_001494,29,succeeded,2026-03-10
ch_017090,in_017322,cus_001495,9,succeeded,2026-03-16
ch_017091,in_017323,cus_001496,99,succeeded,2026-03-26
ch_017092,in_017324,cus_001497,29,succeeded,2026-03-13
ch_017093,in_017325,cus_001498,9,succeeded,2026-03-22
ch_017094,in_017326,cus_001501,9,succeeded,2026-03-27
ch_017095,in_017327,cus_001502,29,succeeded,2026-03-26
ch_017096,in_017328,cus_001503,99,succeeded,2026-03-14
ch_017097,in_017329,cus_001505,9,succeeded,2026-03-31
ch_017098,in_017330,cus_001506,299,succeeded,2026-03-17
ch_017099,in_017331,cus_001507,29,succeeded,2026-03-10
ch_017100,in_017332,cus_001508,90,succeeded,2026-03-29
ch_017101,in_017333,cus_001509,299,succeeded,2026-03-07
ch_017102,in_017334,cus_001510,290,succeeded,2026-03-06
ch_017103,in_017335,cus_001511,99,succeeded,2026-03-18
ch_017104,in_017336,cus_001512,9,succeeded,2026-03-03
ch_017105,in_017337,cus_001513,29,succeeded,2026-03-16
ch_017106,in_017338,cus_001515,29,succeeded,2026-03-24
ch_017107,in_017339,cus_001518,290,succeeded,2026-03-04
ch_017108,in_017340,cus_001519,299,succeeded,2026-03-28
ch_017109,in_017341,cus_001520,29,succeeded,2026-03-19
ch_017110,in_017342,cus_001521,29,succeeded,2026-03-20
ch_017111,in_017343,cus_001522,99,succeeded,2026-03-04
ch_017112,in_017344,cus_001525,299,succeeded,2026-03-11
ch_017113,in_017345,cus_001526,9,succeeded,2026-03-27
ch_017114,in_017346,cus_001527,299,succeeded,2026-03-01
ch_017115,in_017347,cus_001531,90,succeeded,2026-03-08
ch_017116,in_017348,cus_001533,29,succeeded,2026-03-23
ch_017117,in_017349,cus_001535,90,succeeded,2026-03-01
ch_017118,in_017350,cus_001537,290,succeeded,2026-03-21
ch_017119,in_017351,cus_001538,90,succeeded,2026-03-03
ch_017120,in_017352,cus_001540,299,succeeded,2026-03-14
ch_017121,in_017353,cus_001543,9,succeeded,2026-03-20
ch_017122,in_017354,cus_001544,90,succeeded,2026-03-17
ch_017123,in_017355,cus_001545,990,succeeded,2026-03-11
ch_017124,in_017356,cus_001546,299,succeeded,2026-03-18
ch_017125,in_017357,cus_001547,90,succeeded,2026-03-25
ch_017126,in_017358,cus_001548,9,succeeded,2026-03-31
ch_017127,in_017359,cus_001552,99,succeeded,2026-03-11
ch_017128,in_017360,cus_001554,99,succeeded,2026-03-17
ch_017129,in_017361,cus_001555,29,succeeded,2026-03-22
ch_017130,in_017362,cus_001557,299,succeeded,2026-03-02
ch_017131,in_017363,cus_001559,99,succeeded,2026-03-14
ch_017132,in_017364,cus_001560,29,succeeded,2026-03-22
ch_017133,in_017366,cus_001563,90,succeeded,2026-03-13
ch_017134,in_017367,cus_001564,29,succeeded,2026-03-15
ch_017135,in_017368,cus_001565,9,succeeded,2026-03-30
ch_017136,in_017369,cus_001566,299,succeeded,2026-03-05
ch_017137,in_017370,cus_001567,29,succeeded,2026-03-08
ch_017138,in_017371,cus_001569,9,succeeded,2026-03-14
ch_017139,in_017372,cus_001571,290,succeeded,2026-03-20
ch_017140,in_017373,cus_001572,9,succeeded,2026-03-29
ch_017141,in_017374,cus_001573,29,succeeded,2026-03-06
ch_017142,in_017375,cus_001574,9,succeeded,2026-03-25
ch_017143,in_017376,cus_001575,29,succeeded,2026-03-24
ch_017144,in_017377,cus_001576,299,succeeded,2026-03-16
ch_017145,in_017378,cus_001580,99,succeeded,2026-03-15
ch_017146,in_017379,cus_001581,99,succeeded,2026-03-18
ch_017147,in_017380,cus_001582,29,succeeded,2026-03-04
ch_017148,in_017381,cus_001584,90,succeeded,2026-03-03
ch_017149,in_017382,cus_001585,299,succeeded,2026-03-30
ch_017150,in_017383,cus_001587,990,succeeded,2026-03-28
ch_017151,in_017384,cus_001588,9,succeeded,2026-03-06
ch_017152,in_017385,cus_001589,90,succeeded,2026-03-19
ch_017153,in_017386,cus_001590,9,succeeded,2026-03-10
ch_017154,in_017387,cus_001591,90,succeeded,2026-03-15
ch_017155,in_017388,cus_001595,9,succeeded,2026-03-06
ch_017156,in_017389,cus_001596,9,succeeded,2026-03-25
ch_017157,in_017390,cus_001597,990,succeeded,2026-03-05
ch_017158,in_017391,cus_001599,90,succeeded,2026-03-23
ch_017159,in_017392,cus_001600,29,succeeded,2026-03-08
ch_017160,in_017393,cus_001601,99,succeeded,2026-03-14
ch_017161,in_017394,cus_001603,9,succeeded,2026-03-25
ch_017162,in_017395,cus_001605,29,succeeded,2026-03-17
ch_017163,in_017396,cus_001609,9,succeeded,2026-03-23
ch_017164,in_017397,cus_001610,9,succeeded,2026-03-07
ch_017165,in_017398,cus_001611,299,succeeded,2026-03-17
ch_017166,in_017399,cus_001612,990,succeeded,2026-03-29
ch_017167,in_017400,cus_001613,29,succeeded,2026-03-27
ch_017168,in_017401,cus_001614,299,succeeded,2026-03-28
ch_017169,in_017402,cus_001617,299,succeeded,2026-03-03
ch_017170,in_017403,cus_001618,29,succeeded,2026-03-08
ch_017171,in_017404,cus_001619,9,succeeded,2026-03-01
ch_017172,in_017405,cus_001623,299,succeeded,2026-03-07
ch_017173,in_017406,cus_001624,9,succeeded,2026-03-26
ch_017174,in_017407,cus_001625,99,succeeded,2026-03-14
ch_017175,in_017408,cus_001626,9,succeeded,2026-03-11
ch_017176,in_017409,cus_001627,9,succeeded,2026-03-14
ch_017177,in_017410,cus_001629,9,succeeded,2026-03-04
ch_017178,in_017411,cus_001630,90,succeeded,2026-03-22
ch_017179,in_017412,cus_001631,90,succeeded,2026-03-06
ch_017180,in_017413,cus_001632,290,succeeded,2026-03-21
ch_017181,in_017414,cus_001633,29,succeeded,2026-03-13
ch_017182,in_017415,cus_001634,29,succeeded,2026-03-08
ch_017183,in_017416,cus_001635,29,succeeded,2026-03-07
ch_017184,in_017417,cus_001639,9,succeeded,2026-03-02
ch_017185,in_017418,cus_001640,299,succeeded,2026-03-07
ch_017186,in_017419,cus_001641,299,succeeded,2026-03-05
ch_017187,in_017420,cus_001642,29,succeeded,2026-03-24
ch_017188,in_017421,cus_001643,299,succeeded,2026-03-14
ch_017189,in_017422,cus_001644,9,succeeded,2026-03-08
ch_017190,in_017423,cus_001645,9,succeeded,2026-03-16
ch_017191,in_017424,cus_001646,90,succeeded,2026-03-15
ch_017192,in_017425,cus_001648,9,succeeded,2026-03-30
ch_017193,in_017426,cus_001649,99,succeeded,2026-03-17
ch_017194,in_017427,cus_001655,290,succeeded,2026-03-29
ch_017195,in_017428,cus_001659,29,succeeded,2026-03-01
ch_017196,in_017429,cus_001660,29,succeeded,2026-03-16
ch_017197,in_017430,cus_001664,99,succeeded,2026-03-04
ch_017198,in_017431,cus_001666,9,succeeded,2026-03-31
ch_017199,in_017432,cus_001668,9,succeeded,2026-03-28
ch_017200,in_017433,cus_001669,990,succeeded,2026-03-29
ch_017201,in_017434,cus_001670,9,succeeded,2026-03-29
ch_017202,in_017435,cus_001672,9,succeeded,2026-03-16
ch_017203,in_017436,cus_001673,290,succeeded,2026-03-26
ch_017204,in_017437,cus_001674,90,succeeded,2026-03-14
ch_017205,in_017438,cus_001675,9,succeeded,2026-03-13
ch_017206,in_017440,cus_001679,99,succeeded,2026-03-31
ch_017207,in_017441,cus_001680,29,succeeded,2026-03-04
ch_017208,in_017442,cus_001681,99,succeeded,2026-03-21
ch_017209,in_017443,cus_001682,99,succeeded,2026-03-24
ch_017210,in_017444,cus_001683,990,succeeded,2026-03-02
ch_017211,in_017445,cus_001684,9,succeeded,2026-03-19
ch_017212,in_017446,cus_001687,29,succeeded,2026-03-12
ch_017213,in_017447,cus_001688,29,succeeded,2026-03-06
ch_017214,in_017448,cus_001693,9,succeeded,2026-03-30
ch_017215,in_017449,cus_001694,9,succeeded,2026-03-30
ch_017216,in_017450,cus_001696,29,succeeded,2026-03-24
ch_017217,in_017451,cus_001698,9,succeeded,2026-03-13
ch_017218,in_017452,cus_001699,9,succeeded,2026-03-24
ch_017219,in_017453,cus_001700,29,succeeded,2026-03-22
ch_017220,in_017454,cus_001702,299,succeeded,2026-03-17
ch_017221,in_017455,cus_001703,29,succeeded,2026-03-21
ch_017222,in_017456,cus_001704,9,succeeded,2026-03-11
ch_017223,in_017457,cus_001705,9,succeeded,2026-03-03
ch_017224,in_017458,cus_001706,299,succeeded,2026-03-14
ch_017225,in_017459,cus_001708,29,succeeded,2026-03-27
ch_017226,in_017460,cus_001709,29,succeeded,2026-03-29
ch_017227,in_017461,cus_001711,299,succeeded,2026-03-31
ch_017228,in_017462,cus_001712,99,succeeded,2026-03-24
ch_017229,in_017463,cus_001713,9,succeeded,2026-03-28
ch_017230,in_017464,cus_001716,290,succeeded,2026-03-11
ch_017231,in_017465,cus_001717,299,succeeded,2026-03-31
ch_017232,in_017466,cus_001718,990,succeeded,2026-03-15
ch_017233,in_017467,cus_001719,9,succeeded,2026-03-08
ch_017234,in_017468,cus_001721,29,succeeded,2026-03-28
ch_017235,in_017469,cus_001726,29,succeeded,2026-03-19
ch_017236,in_017470,cus_001729,9,succeeded,2026-03-09
ch_017237,in_017471,cus_001730,290,succeeded,2026-03-14
ch_017238,in_017472,cus_001731,299,succeeded,2026-03-26
ch_017239,in_017474,cus_001734,9,succeeded,2026-03-27
ch_017240,in_017475,cus_001735,90,succeeded,2026-03-28
ch_017241,in_017476,cus_001736,29,succeeded,2026-03-09
ch_017242,in_017477,cus_001738,299,succeeded,2026-03-08
ch_017243,in_017478,cus_001739,9,succeeded,2026-03-03
ch_017244,in_017479,cus_001740,9,succeeded,2026-03-07
ch_017245,in_017480,cus_001741,299,succeeded,2026-03-02
ch_017246,in_017481,cus_001742,29,succeeded,2026-03-27
ch_017247,in_017482,cus_001743,299,succeeded,2026-03-31
ch_017248,in_017483,cus_001747,9,succeeded,2026-03-09
ch_017249,in_017484,cus_001748,29,succeeded,2026-03-30
ch_017250,in_017485,cus_001750,99,succeeded,2026-03-31
ch_017251,in_017486,cus_001751,29,succeeded,2026-03-12
ch_017252,in_017487,cus_001752,290,succeeded,2026-03-28
ch_017253,in_017488,cus_001753,90,succeeded,2026-03-16
ch_017254,in_017489,cus_001754,29,succeeded,2026-03-16
ch_017255,in_017490,cus_001756,90,succeeded,2026-03-07
ch_017256,in_017491,cus_001757,90,succeeded,2026-03-22
ch_017257,in_017492,cus_001759,9,succeeded,2026-03-16
ch_017258,in_017493,cus_001760,29,succeeded,2026-03-09
ch_017259,in_017494,cus_001761,299,succeeded,2026-03-21
ch_017260,in_017495,cus_001762,29,succeeded,2026-03-04
ch_017261,in_017496,cus_001764,990,succeeded,2026-03-09
ch_017262,in_017497,cus_001765,29,succeeded,2026-03-24
ch_017263,in_017498,cus_001767,29,succeeded,2026-03-01
ch_017264,in_017499,cus_001769,9,succeeded,2026-03-20
ch_017265,in_017500,cus_001772,99,succeeded,2026-03-19
ch_017266,in_017501,cus_001773,299,succeeded,2026-03-11
ch_017267,in_017502,cus_001774,990,succeeded,2026-03-21
ch_017268,in_017503,cus_001775,290,succeeded,2026-03-29
ch_017269,in_017504,cus_001776,299,succeeded,2026-03-21
ch_017270,in_017505,cus_001777,299,succeeded,2026-03-17
ch_017271,in_017506,cus_001779,29,succeeded,2026-03-09
ch_017272,in_017507,cus_001781,29,succeeded,2026-03-26
